Timestamp,Flow Duration,Protocol,Src IP,Dst IP,Src Port,Dst Port,Tot Fwd Pkts,Tot Bwd Pkts,Flow Byts/s,Flow Pkts/s,Pkt Len Mean,Pkt Len Std,Pkt Len Max,Pkt Len Min,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Fwd Pkt Len Max,Fwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,SYN Flag Cnt,ACK Flag Cnt,FIN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,URG Flag Cnt,ECE Flag Cnt,CWR Flag Cnt,Init Fwd Win Byts,Init Bwd Win Byts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Fwd Bytes/Bulk,Fwd Pkts/Bulk,Bwd Bytes/Bulk,Bwd Pkts/Bulk,Subflow Fwd Pkts,Subflow Bwd Pkts,Subflow Fwd Byts,Subflow Bwd Byts,Label,detailed_label,parent_label
1772969317.978465,0.297529935836792,17,192.168.6.36,142.251.221.206,59429,443,13,14,47544.795652964785,90.74717111763391,523.925925925926,550.8529697677905,1296,70,0.011443459070645846,0.025493122812053008,0.12485194206237793,0.0,0.023992737134297688,0.04496273215076045,0.1467599868774414,6.29425048828125e-05,0.021558468158428486,0.03906584049100872,0.1287088394165039,0.0,665.1538461538462,607.8428862452652,1292,73,392.7857142857143,476.8228470538377,1296,70,0,0,0,0,0,0,0,0,0,0,0.297529935836792,0.0,0.297529935836792,0.297529935836792,0.0,0.0,0.0,0.0,8647,13,5499,14,13.0,14.0,8647.0,5499.0,unknown,unknown,unknown
1772969318.000311,1.2116072177886963,6,192.168.6.36,34.255.218.244,56549,443,9,12,6660.574385425462,17.332349701850646,384.2857142857143,515.2770267397085,1514,54,0.06058036088943482,0.09617562711226367,0.3007628917694092,0.0,0.1322031319141388,0.11828832986452961,0.3054509162902832,0.00016498565673828125,0.09612863714044745,0.11679644014923742,0.30759286880493164,0.0,255.44444444444446,314.15565851624854,950,54,480.9166666666667,622.2544726941533,1514,54,2,20,2,0,7,0,0,0,65535,26883,1.2116072177886963,0.0,1.2116072177886963,1.2116072177886963,0.0,0.0,0.0,0.0,2299,9,5771,12,9.0,12.0,2299.0,5771.0,unknown,unknown,unknown
1772969318.156285,90.09449696540833,6,192.168.6.36,34.144.254.29,56259,443,3,3,4.162296395794082,0.06659674233270532,62.5,8.215838362577491,70,55,18.018899393081664,24.6478904709633,45.02190804481506,0.01714611053466797,45.03867542743683,0.0010855342302465867,45.039443016052246,45.03790783882141,45.03848099708557,0.006536470441857534,45.043102979660034,45.03385901451111,55.0,0.0,55,55,70.0,0.0,70,70,0,6,0,0,0,0,0,0,255,961,0.018625338872273762,0.0022338130536518263,0.021194934844970703,0.01714611053466797,45.01931047439575,0.003673519316209524,45.02190804481506,45.01671290397644,0,0,0,0,1.0,1.0,55.0,70.0,unknown,unknown,unknown
1772969319.167449,100.13636803627014,17,192.168.6.40,224.0.0.251,5353,5353,5,0,5.142986610154097,0.04993190883644754,103.0,0.0,103,103,25.034092009067535,9.992046653398841,40.02206897735596,20.00702691078186,25.034092009067535,9.992046653398841,40.02206897735596,20.00702691078186,0.0,0.0,0.0,0.0,103.0,0.0,103,103,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,25.034092009067535,9.992046653398841,40.02206897735596,20.00702691078186,515,5,0,0,1.0,0.0,103.0,0.0,unknown,unknown,unknown
1772969320.126346,59.904279947280884,6,192.168.6.36,172.217.24.195,55022,443,5,6,12.369733859619403,0.1836262786178319,67.36363636363636,22.588814609327013,131,54,5.990427994728089,14.481736362081996,45.0201141834259,0.0,14.976069986820221,21.226622402971067,45.0406219959259,0.00010609626770019531,11.975031423568726,19.563606544728447,45.037968158721924,0.0,59.2,10.52140675005011,78,54,74.16666666666667,28.456399397440755,131,58,0,11,2,0,2,0,0,0,252,1044,0.022577603658040363,0.006031055012015548,0.029371023178100586,0.017853975296020508,29.91827356815338,21.357227814915248,45.0201141834259,14.81643295288086,296,5,445,6,1.6666666666666667,2.0,98.66666666666667,148.33333333333334,unknown,unknown,unknown
1772969321.183723,18.271878957748413,6,192.168.6.36,34.144.254.29,61668,443,4,3,22.712497218246632,0.38310236271741305,59.285714285714285,9.357960705807038,78,54,3.0453131596247354,7.434293487004898,18.220486164093018,0.0,6.090626319249471,10.525256472764228,18.24413514137268,4.076957702636719e-05,9.12126100063324,12.899411013040316,18.24252200126648,0.0,60.25,11.84271928232701,78,54,58.0,6.928203230275509,66,54,0,7,2,0,1,0,0,0,252,1046,0.025696396827697754,0.00289548849269842,0.027743816375732422,0.023648977279663086,18.220486164093018,0.0,18.220486164093018,18.220486164093018,241,4,0,0,2.0,1.5,120.5,87.0,unknown,unknown,unknown
1772969321.372665,70.07967615127563,6,192.168.6.36,34.107.165.188,51116,443,5,5,9.746049603963069,0.14269472333767305,68.3,23.584599494868115,131,54,7.786630683475071,16.16231536157674,45.027060985565186,0.00014710426330566406,17.51991903781891,21.69868343385008,45.04731202125549,0.00014710426330566406,17.510237753391266,21.684256468107268,45.04489302635193,0.06013607978820801,59.2,10.52140675005011,78,54,77.4,30.558141304732526,131,58,0,10,2,0,2,0,0,0,252,1044,0.13212339083353677,0.1958672485206384,0.35828709602355957,0.017832040786743164,34.84165298938751,14.404342126497836,45.027060985565186,24.65624499320984,296,5,387,5,1.6666666666666667,1.6666666666666667,98.66666666666667,129.0,unknown,unknown,unknown
1772969321.451942,69.72948908805847,6,192.168.6.36,34.102.146.192,50902,443,5,5,9.794995043452387,0.1434113476347348,68.3,23.584599494868115,131,54,7.747721009784275,16.167753587894143,45.02123785018921,0.0,17.432372272014618,21.759203576401312,45.038733959198,4.00543212890625e-05,17.42118799686432,21.74859778186759,45.03879189491272,0.0,59.2,10.52140675005011,78,54,77.4,30.558141304732526,131,58,0,10,2,0,2,0,0,0,255,1047,0.04056072235107422,0.03989891888081809,0.08663201332092285,0.017496109008789062,34.803903460502625,14.449492865195797,45.02123785018921,24.58656907081604,296,5,387,5,1.6666666666666667,1.6666666666666667,98.66666666666667,129.0,unknown,unknown,unknown
1772969321.951083,69.53222107887268,6,192.168.6.36,34.96.70.87,65259,443,5,5,9.765256876086095,0.14381821614265236,67.9,23.586483888494747,131,54,7.725802342096965,16.141721387435883,45.01830506324768,0.0,17.38305526971817,21.73533529536677,45.038143157958984,0.00015997886657714844,17.370449006557465,21.73612192518153,45.04800295829773,0.0,59.2,10.52140675005011,78,54,76.6,30.851256052225814,131,58,0,10,2,0,2,0,0,0,250,1046,0.040549675623575844,0.02777567743354609,0.072113037109375,0.01983809471130371,34.70528602600098,14.584811391486209,45.01830506324768,24.392266988754272,296,5,383,5,1.6666666666666667,1.6666666666666667,98.66666666666667,127.66666666666667,unknown,unknown,unknown
1772969321.951265,69.53227090835571,6,192.168.6.36,34.120.107.143,60817,443,5,5,9.822777123160574,0.14381811307702158,68.3,23.584599494868115,131,54,7.72580787870619,16.145158876442977,45.018402099609375,0.0,17.383067727088928,21.738202209948955,45.03813099861145,0.00011992454528808594,17.371527016162872,21.741667364685735,45.047930002212524,0.0,59.2,10.52140675005011,78,54,77.4,30.558141304732526,131,58,0,10,2,0,2,0,0,0,251,1046,0.03451895713806152,0.01781781220485698,0.05430006980895996,0.019728899002075195,34.714357018470764,14.572120301050003,45.018402099609375,24.410311937332153,296,5,387,5,1.6666666666666667,1.6666666666666667,98.66666666666667,129.0,unknown,unknown,unknown
